id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic
297332787,"gFlashPro - Flashcards & Tests",25997312,USD,3.99,768,4,4,4,7.1,4,Education,37,3,3,1
303337299,"Wedding Dash Deluxe",55803904,USD,0.99,16567,1155,4.5,4.5,2.29.13,4,Games,43,4,1,1
303849934,"Beer Pong Game",188956672,USD,0,187315,9,2,4,17.05.15,17,Games,37,5,9,1
304731501,"Tempo - Metronome with Setlists",22185984,USD,2.99,4781,1,4.5,5,3.9.2,4,Music,37,5,10,1
304770340,Skat,66160640,USD,3.99,94,4,4.5,4.5,11.0.10,4,Games,37,0,1,1
304871603,"Color Splash",28135424,USD,0.99,29554,55,4,5,3.6.1,4,"Photo & Video",37,0,3,1
304871622,"Zombieville USA",27962441,USD,0.99,32988,2489,4,4,1.7,12,Games,47,5,1,1
304878510,"Skype for iPhone",133238784,USD,0,373519,127,3.5,4,6.35.1,4,"Social Networking",37,0,32,1
305343404,Tumblr,151573504,USD,0,334293,919,4,4,8.6,17,"Social Networking",37,5,16,1
305557780,"iSwap Faces",27069440,USD,1.99,2302,3,3.5,5,5.1,4,"Photo & Video",37,5,1,1
307764057,niconico,25808896,USD,0,182,0,3,0,6.52,17,Entertainment,37,5,3,1
307906541,"Fandango Movies - Times + Tickets",81924096,USD,0,291787,589,4,5,8.6,4,Entertainment,37,4,1,1
308111628,"iCab Mobile (Web Browser)",19451904,USD,1.99,2441,4,4,5,9.9,17,Utilities,38,4,12,1
308339980,"iRagdoll - Ragdoll Physics",118683648,USD,0.99,1372,25,4,4,1.8.3,12,Games,37,2,1,1
308368164,"Proloquo2Go - Symbol-based AAC",723764224,USD,249.99,773,10,4,3.5,5.0.1,4,Education,37,5,3,1
308750436,"Dictionary.com Dictionary & Thesaurus",111275008,USD,0,200047,177,4,4,7.1.3,4,Reference,37,0,1,1
308834491,"20 Minutes.fr - l'actualitÌ© en continu",109616128,USD,0,112,0,3.5,0,5.0.11,12,News,37,5,17,1
309025938,"The Masters Tournament",120725504,USD,0,148160,63,4.5,3.5,9.0.701,4,Sports,37,5,1,1
309172177,myAT&T,68491264,USD,0,108507,628,3,3,5.3,4,Utilities,37,5,2,1
309187846,"SFR TV",122153984,USD,0,46,0,3,0,7.3.0,4,Entertainment,37,5,1,1
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",122315776,USD,0,51427,874,4,5,7.7.0,4,"Photo & Video",37,5,1,1
309527804,StickWars,17010688,USD,0.99,53821,165,3.5,4,1.8.9,12,Games,43,1,1,0
309735670,"Indeed Job Search",3691520,USD,0,38681,563,4,4.5,4.3,4,Business,37,3,28,1
312266675,"Packing Pro",16332800,USD,2.99,1293,31,4,5,12.2,4,Travel,37,5,11,1
312325565,"USAA Mobile",164382720,USD,0,19946,13,4,2.5,7.32.3,4,Finance,37,5,1,1
312343159,"The Moron Test",45712384,USD,0,88613,392,4,4.5,6.3.1,4,Entertainment,37,5,1,1
313199385,"Sunday Lawn",16086016,USD,0.99,107727,55,3.5,4.5,1.41.1,4,Games,37,3,1,1
314303518,"Peggle Classic",223805440,USD,0.99,21416,974,4.5,4.5,1.7.2,4,Games,43,0,5,1
314506629,"SmartGo Player",22159360,USD,2.99,533,27,4,4,2.5.1,4,Games,37,3,9,1
314652382,"I Am T-Pain 2.0",20542280,USD,2.99,32650,754,3.5,3.5,2.0.4,12,Music,43,1,1,1
314716233,"TextNow - Unlimited Text + Calls",130637824,USD,0,164963,69,3.5,4,8.5.1,4,"Social Networking",37,5,3,1
314819528,"Boating Weather",8900608,USD,1.99,141,15,3,3,4.5,4,Weather,40,0,1,1
314855255,"Best Buy",180500480,USD,0,80424,46,4,4.5,10.11.0,4,Shopping,37,5,2,1
314864297,"I Dig It",19853312,USD,0.99,17190,180,4,4.5,1.12,4,Games,40,0,1,1
315021242,"Unblock Me",42926080,USD,0.99,7973,127,4,5,1.5.95,4,Games,40,5,15,1
316025912,"Sonic The Hedgehog",36692992,USD,2.99,19621,1191,4,4.5,2.1.2,4,Games,37,5,1,1
316227296,"10 Pin Shuffle Pro Bowling",36647936,USD,3.99,7315,138,4,4.5,2.01,4,Games,37,5,6,1
316391924,"Sky News",91697152,USD,0,118,0,3,0,4.6,12,News,37,5,1,1
317469184,"ESPN: Get scores, news, alerts & watch live sports",51538944,USD,0,290996,150,3.5,3.5,5.7.1,4,Sports,37,5,2,1
317809458,"LiveATC Air Radio",8302592,USD,3.99,2785,90,4,4,1.9.0,4,Travel,37,5,26,1
317904170,"The Sims 3",430128128,USD,6.99,54408,65,3.5,2,1.4.10,12,Games,37,5,8,1
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",69960704,USD,9.99,8138,107,4,4.5,2.89,4,Games,37,5,13,1
325658560,"BFMTV : l'info en continu",100779008,USD,0,115,70,4,5,5.0.3,17,News,37,4,1,0
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",123718656,USD,1.99,13915,205,4.5,5,5.1.4,4,Weather,37,2,8,1
325954996,"Spider:  The Secret of Bryce Manor",126312448,USD,1.99,6780,68,4,4.5,1.5,9,Games,38,0,5,1
325962257,"My Measures PRO",79882240,USD,7.99,1701,35,4,4.5,6.06,4,Productivity,37,5,21,1
326082487,"Food Additives Checker (E Numbers)",6418432,USD,1.99,6,0,3.5,0,4.1.2,4,"Health & Fitness",37,0,8,1
326161564,"SFR Mon Compte",74093568,USD,0,19,0,3,0,6.4.0,4,Utilities,37,5,1,1
326574411,"Baby Connect (Activity Log)",12937216,USD,4.99,3483,79,4.5,5,5.4.3,4,Medical,37,0,14,1
326876192,"Epson iPrint",53388288,USD,0,2838,26,3,2.5,6.3.1,4,"Photo & Video",37,5,12,1
326885152,"Mad Libs",118498304,USD,0,117889,725,3,4.5,3.3.3,4,Entertainment,38,1,1,1
326979430,"BATTLE BEARS: Zombies!",103197675,USD,0.99,50710,309,3.5,4,1.6.7,9,Games,45,0,1,1
327193945,"Hurricane Tracker",24574976,USD,2.99,3960,0,4.5,0,5,4,Weather,37,0,1,1
327243363,"NFL Sunday Ticket",96093184,USD,0,24258,305,3,2.5,2.6.042,4,Entertainment,37,0,1,1
327455869,"2016 US Open Tennis Championships",77700096,USD,0,37522,39,4,3,8.0.353,4,Sports,37,4,1,1
327630330,Dropbox,180804608,USD,0,49578,16,3.5,3,50.2,4,Productivity,37,5,20,1
328011357,"Wa Kingyo - Goldfish Pond",56397824,USD,0.99,626,44,4,5,2.0.3,4,Entertainment,38,5,2,1
328205875,"Monkey Preschool Lunchbox",229272576,USD,1.99,9286,49,4,3.5,4.02,4,Games,38,5,1,1
328415391,"Yahoo Fantasy Sports",131000320,USD,0,190670,19,3.5,2.5,9.1.0,17,Sports,37,3,45,1
329127297,"Gaia GPS Classic",53097472,USD,19.99,2429,8,4.5,3.5,10.9.13,4,Navigation,37,5,16,1
329174056,"iLoan Calc (Loan calculator)",3375104,USD,3.99,0,0,0,0,5.1.0,4,Finance,37,5,3,1
331308914,"Weight Watchers",230720512,USD,0,136833,64,3.5,4.5,5.9.0,12,"Health & Fitness",37,5,6,1
331786748,"CNN: Breaking US & World News, Live Video",80211968,USD,0,112886,298,3.5,1.5,5.3,12,News,37,1,1,1
331804452,Gilt,148201472,USD,0,26353,3,3.5,2.5,5.1.3,4,Shopping,37,5,2,1
332568551,"TRUTH or DARE!!! - FREE",20795392,USD,0,171055,31,3,3.5,5,12,Entertainment,38,1,1,1
333180061,Canabalt,27934720,USD,2.99,4540,140,4,4.5,2.31,9,Games,43,5,15,1
333206289,"Alipay - Makes Life Easy",208309248,USD,0,1926,2,3,3,10.0.15,4,Lifestyle,38,5,3,1
333246187,"Scanner911 Pro",33812480,USD,3.99,14345,100,4,2.5,4,12,News,37,0,1,1
333263435,"Daily Teachings",20298752,USD,4.99,1340,288,4.5,5,1.7.3,4,Lifestyle,38,0,1,1
333710667,"Scanner Pro - PDF document scanner app with OCR",101346304,USD,3.99,31912,154,4.5,5,7.1.3,4,Business,37,5,9,1
333903271,Twitter,210569216,USD,0,354058,452,3.5,4,6.79.1,17,News,37,2,33,1
334235181,"Trainline UK: Live Train Times, Tickets & Planner",110198784,USD,0,248,0,4,0,22,4,Travel,37,4,1,1
334256223,"CBS News - Watch Free Live Breaking News",78047232,USD,0,11691,44,3.5,4.5,3.5.1,12,News,37,5,1,1
334264405,iOvilus,9946112,USD,1.99,381,6,3,2,"iOV 2.1.3",12,Entertainment,38,0,1,1
334503000,"The Impossible Quiz!",44652544,USD,0,18884,451,4,4.5,1.62,9,Entertainment,37,0,1,1
334989259,WolframAlpha,30369792,USD,2.99,7410,82,4,4.5,1.7.3,9,Reference,37,5,1,1
335029050,Catan,376171520,USD,1.99,15175,308,4,4,4.6.2,4,Games,38,0,6,1
337021781,"MONOPOLY Game",194386944,USD,0.99,26482,331,3.5,2.5,1.4.04,4,Games,37,0,6,1
337056601,"n-tv Nachrichten",49470464,USD,0,273,0,3,0,5.25,12,News,37,5,1,1
337288863,"Shazam Encore",147118080,USD,2.99,8331,24,4,3.5,11.0.2,12,Music,37,3,15,1
337402021,"Harry Potter: Spells",125411328,USD,0.99,17023,916,4,4.5,2.2,4,Games,40,0,1,1
337462979,"First Words Deluxe",63316992,USD,4.99,1101,8,4,4,7,4,Games,38,5,1,1
337571576,"Clay Hunt",15313920,USD,0.99,1193,1,4,2,3.5.3,17,Games,40,5,1,1
337710261,"Dream Team - be your own fantasy football manager",69816320,USD,0,35,0,2.5,0,12.8.0,17,Sports,37,3,1,1
337866370,"Jet Car Stunts",32848910,USD,1.99,4088,436,4,4.5,1.5.0,4,Games,47,4,1,1
338057689,"Call of Duty: Zombies",52821364,USD,4.99,63943,31264,4,4,1.5.0,17,Games,47,0,1,1
338137227,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",146507776,USD,0,70286,51,3,4,17.8,4,Shopping,37,0,1,1
338761996,"AirWatch Agent",24747008,USD,0,1150,0,2.5,0,5.5,4,Business,37,5,19,1
338828953,"Shop Savvy Barcode Scanner - Price Compare & Deals",89517056,USD,0,54630,280,2.5,4.5,12,4,Shopping,37,4,1,1
339440515,"Voice Changer Plus",40722432,USD,0,98777,233,3,4,5.01,4,Entertainment,37,2,12,1
339462921,CatPaint,73332736,USD,0.99,649,11,4,4,3.5.1,4,"Photo & Video",37,5,1,1
339532909,Redbox,83906560,USD,0,60236,58,3,4.5,5.24,12,Entertainment,37,0,1,1
340779800,"The Christmas List",26137600,USD,1.99,2722,1,4.5,5,2.1,4,Shopping,37,0,1,1
341036067,Macy's,107816960,USD,0,11013,76,3.5,5,5.11.0,4,Shopping,37,0,1,1
341232718,"Calorie Counter & Diet Tracker by MyFitnessPal",152700928,USD,0,507706,181,4.5,4.5,7.16,4,"Health & Fitness",37,5,19,1
341329033,"BlaBlaCar - Trusted Carpooling",112024576,USD,0,397,0,4.5,0,4.10.1,4,Travel,37,0,16,1
341691394,"Refills Calendar - Scheduler - Note",35864576,USD,9.99,196,3,4,5,4.0.1,4,Productivity,38,5,2,1
341776037,"5-0 Radio Pro Police Scanner (Extra Feeds)",49594368,USD,3.99,24553,2620,4,4.5,39.1,9,News,38,5,26,1
342115564,Hipstamatic,114081792,USD,2.99,12557,6,3.5,5,337,4,"Photo & Video",37,5,15,1
342138881,"Sing Karaoke Songs Unlimited with StarMaker",91267072,USD,0,26227,7,4,4.5,6.0.3,9,Music,37,4,14,1
342548956,"TurboScan Pro - document & receipt scanner: scan multiple pages and photos to PDF",8821760,USD,4.99,28388,7009,5,5,2.8.2,4,Business,38,5,9,1
342602105,"Positivity with Andrew Johnson",69513216,USD,2.99,282,1,4,5,3.38,4,"Health & Fitness",38,4,1,1
342699962,"Rat On A Scooter XL",7767040,USD,0.99,19296,7,4,4,1.24.1,4,Games,37,3,1,1
342792525,"IMDb Movies & TV - Trailers and Showtimes",88702976,USD,0,183425,4724,4.5,5,7.11,12,Entertainment,37,5,10,1
343200656,"Angry Birds",175966208,USD,0,824451,107,4.5,3,7.4.0,4,Games,38,0,10,1
343555245,"DB Navigator",84791296,USD,0,512,6,3.5,5,17.04.00,4,Travel,38,0,2,1
343638336,"Video Calls with Santa",27997184,USD,2.99,315,0,3.5,0,5.1,4,Lifestyle,37,0,31,1
343889987,"Voyages-sncf.com : book train and bus tickets",131463168,USD,0,268,0,3.5,0,38,4,Travel,37,5,6,1
344065205,"The Font Game",5415000,USD,1.99,438,295,4.5,4.5,2.1,4,Games,45,0,1,1
344176018,"ImmobilienScout24: Real Estate Search in Germany",126867456,USD,0,187,0,3.5,0,9.5,4,Navigation,37,5,3,1
344186162,"Grand Theft Auto: Chinatown Wars",878883840,USD,4.99,15142,73,4,4,4.4,17,Games,38,5,6,1
344542975,"Southwest Airlines",88773632,USD,0,30552,18,3,2.5,4.5.1,4,Travel,37,0,1,1
345445479,"The Sims 3 World Adventures",812758016,USD,2.99,9744,42,3.5,3,1.2.21,12,Games,37,4,6,1
345542655,"Star Chart",28616704,USD,0,13482,2517,4.5,4.5,3.98,4,Education,38,5,8,1
346184215,"TaxCaster  Free tax refund calculator",7111680,USD,0,17516,125,3.5,5,7.2,4,Finance,37,5,1,1
346453382,"Glow Hockey 2 FREE",34056767,USD,0,186653,226,3.5,3.5,2.2.9,4,Games,43,0,1,1
346513173,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21450752,USD,0.99,10031,142,4,5,4.1,4,Entertainment,43,0,1,1
346997126,"TV SPIELFILM - TV Programm mit Live TV",97879040,USD,0,81,0,3,0,5.2,4,Entertainment,37,5,1,1
347310316,"All-in-1 Logic GameBox",22299021,USD,0.99,9854,823,4,4,1.19,4,Games,47,0,1,1
347393479,"Roadside America",10231808,USD,2.99,1093,106,4,4.5,1.9.0,9,Travel,38,0,1,1
347400507,"Pocket Yoga",132480000,USD,2.99,4475,95,4.5,4.5,5.3.2,4,"Health & Fitness",37,5,2,1
347411942,"Sonic the Hedgehog 2",47182848,USD,2.99,9405,1089,4,4.5,3.1.10,4,Games,37,5,1,1
347418999,"Simply Being - Guided Meditation for Relaxation and Presence",100048896,USD,1.99,2417,1366,4.5,4.5,6,4,"Health & Fitness",38,2,1,1
347803339,"CamCard - Business card scanner & reader",174839808,USD,0.99,2923,300,4.5,4.5,7.9.5,4,Business,37,0,7,1
348530331,"This American Life",13725696,USD,2.99,8657,1468,3.5,4,3.0.8,9,Entertainment,38,4,1,1
348543978,"Timetracks - Slit-Scan Camera",11369472,USD,0.99,70,1,2,1,2.2.0,4,"Photo & Video",37,4,5,1
348684697,"franceinfo - l'actualitÌ© & les Ì©lections en direct",155857920,USD,0,162,32,4,5,5.2.0,17,News,37,5,2,1
349079731,"DOUBUTSU URANAI-Animal Fortune-",38718464,USD,0.99,5,0,4,0,2.9.5,4,Lifestyle,40,0,2,1
349276209,"Doodle Army",17879270,USD,0.99,12354,1428,4,4.5,3.1.0,12,Games,47,0,1,1
349442137,Ameba,96635904,USD,0,269,0,3,0,8.6.1,12,"Social Networking",37,0,1,1
350480010,"eBook: War and Peace",8039424,USD,3.99,0,0,0,0,7.1,9,Book,37,5,1,1
350642635,"Plants vs. Zombies",105379840,USD,0.99,426463,680,5,4,1.9.13,9,Games,38,0,5,1
350962117,Weibo,199585792,USD,0,7265,11,3.5,4,7.5.2,17,"Social Networking",37,5,2,1
351331194,"Badoo - Meet New People, Chat, Socialize.",157625344,USD,0,34428,23,4.5,4,5.8.0,17,"Social Networking",37,4,30,1
351707231,"Flick Kick Field Goal",75612160,USD,1.99,36946,152,4.5,4,1.11.0,4,Games,38,5,3,1
351727428,Venmo,68153344,USD,0,21090,1325,4.5,5,7.1.0,4,Finance,37,4,1,1
351939099,"Dungeons & Such Treasures,Collectibles and Dragons",84469760,USD,2.99,653,8,4.5,4.5,3.4.2,12,Games,37,1,31,1
351986992,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,USD,3.99,1118,29,4.5,5,3.5.3,4,Education,37,5,29,1
352000376,"Shift Worker",7344128,USD,1.99,348,33,4,4,1.5.4,4,Productivity,40,0,1,0
352041837,"Spy Calc - Hide pictures, videos, documents",25097281,USD,1.99,207,50,3.5,3,3.0.3,9,Utilities,40,0,34,1
352199775,"Waterlogged - Daily Hydration Tracker",43439104,USD,0,5000,23,4.5,4.5,2.5.11,12,"Health & Fitness",37,5,10,1
352247139,"MyNetDiary PRO - Calorie Counter and Food Diary",83851264,USD,3.99,15188,272,4.5,4,5.3,12,"Health & Fitness",37,0,2,1
352509417,"The Washington Post Classic",118980608,USD,0,18572,307,4.5,4.5,3.8.2,12,News,37,3,1,1
352670055,"F-Sim Space Shuttle",76394496,USD,4.99,6403,491,4.5,4.5,2.1,4,Games,43,5,1,1
352683833,"Groupon - Deals, Coupons & Discount Shopping App",127382528,USD,0,417779,914,4.5,4.5,17.7,12,Shopping,37,4,10,1
353372460,"Learn to Speak Spanish Fast With MosaLingua",48819200,USD,4.99,9,1,5,5,9.2,12,Education,38,5,5,1
353573707,"Coaster VR, Extreme Endless 3D Stereograph",30977024,USD,0.99,107,0,2.5,0,1.1.5,4,Entertainment,37,5,1,1
353603279,"Parents Calling Easter Bunny",8073209,USD,1.99,72,72,2,2,1,4,Lifestyle,47,0,1,1
353642901,Sporcle,15676416,USD,2.99,2044,10,3.5,3,5.4,9,Games,37,5,1,1
353665650,"Univision Deportes: Liga MX, MLS, FÌ¼tbol En Vivo",81876992,USD,0,16683,21,3.5,2.5,5.5,4,Sports,37,5,2,1
354051766,"DOOM II RPG",48700821,USD,0.99,1455,1450,3,3,1,12,Games,47,0,1,1
354655665,"STREET FIGHTER IV",581353472,USD,4.99,15056,751,4,4,1.00.12,17,Games,40,0,3,1
354850853,"Dr. Seuss Camera - The Cat in the Hat Edition",9906176,USD,0.99,249,5,4.5,4.5,1.5.5,4,"Photo & Video",37,0,1,1
354972939,"FINAL FANTASY",114843648,USD,7.99,6091,75,4,3.5,1.1.2,9,Games,38,3,8,1
354974729,"FINAL FANTASY II",199450624,USD,7.99,2754,55,4,2.5,1.1.1,9,Games,38,5,6,1
355524910,"Worms 2: Armageddon",529755136,USD,4.99,9870,12,4.5,4.5,1.25,12,Games,40,5,1,1
355554941,"SoundHound Song Search & Music Player",70516736,USD,0,82602,13,4,4.5,7.6,9,Music,37,5,23,1
355709084,"Jourist Welt_bersetzer",147066880,USD,7.99,0,0,0,0,2.8,4,Travel,40,5,1,1
355940964,"TeachMe: 1st Grade",90241024,USD,1.99,762,5,4,5,4.0.2,4,Education,37,5,1,1
356618664,"TeachMe: 3rd Grade",174268416,USD,1.99,160,2,4,3,2.0.2,4,Education,37,5,1,1
357404131,"Slow Shutter Cam",4466688,USD,1.99,2305,100,4,5,4,4,"Photo & Video",37,5,4,1
357421934,"PeakFinder Earth",35478528,USD,4.99,137,21,4,5,3.0.7,4,Travel,37,3,10,1
357467791,AgingBooth,31869952,USD,0,11999,233,4,4.5,3.9.5,4,Entertainment,37,4,1,1
357577420,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,USD,1.99,1995,148,4.5,4.5,6.5,12,"Photo & Video",38,5,14,1
357828853,"Tabs & Chords by Ultimate Guitar - learn and play",103049216,USD,2.99,35045,250,4.5,4.5,3.1.2,4,Music,37,0,6,1
358055270,"Dude, your car!",40586240,USD,0.99,343,15,4,4.5,2.5,4,Entertainment,38,0,30,1
358207332,"Drawing Pad",220397568,USD,1.99,1824,113,4,4,2.5.1,4,Entertainment,24,5,22,1
359891723,"ESPN Tournament Challenge",69057536,USD,0,39642,492,4,4,5.5.3,4,Sports,37,5,1,1
359917414,Solitaire,101943296,USD,0,679055,9673,4.5,4.5,4.11.2,4,Games,38,4,11,1
360593530,Notability,122235904,USD,9.99,17594,143,4,4,6.5.2,4,Productivity,37,5,14,1
361231506,"Rubik's Cube",151954432,USD,1.99,3531,177,4,4.5,2.5,4,Games,38,5,1,1
362179828,"Super Why! Power to Read",138047488,USD,3.99,1080,5,3.5,2.5,4,4,Education,37,5,1,1
362348516,"Amex Mobile",105982976,USD,0,11421,57,4,2.5,5.21.1,4,Finance,37,4,1,1
362949845,"Fruit Ninja Classic",104590336,USD,1.99,698516,132,4.5,4,2.3.9,4,Games,38,5,13,1
363201632,"Animation Creator HD",32051200,USD,3.99,4497,448,4,4,1.14.3,12,Entertainment,24,5,1,1
363282253,"Plants vs. Zombies HD",225859584,USD,0.99,163598,503,5,4,1.9.12,9,Games,24,5,5,1
363306776,"SCRABBLE Premium for iPad",229992448,USD,9.99,39678,114,3.5,3.5,5.19.0,4,Games,24,5,6,1
363317633,"Graphic - illustration and design",32604160,USD,8.99,1809,52,4.5,3.5,3.2.5,4,Productivity,24,5,1,1
363360636,"Ship Finder",22948864,USD,4.99,624,20,3.5,3.5,9.0.1,4,Navigation,37,1,1,1
363448251,"Photogene ",35422208,USD,2.99,3761,596,4.5,4.5,4.3,4,"Photo & Video",40,5,1,1
363451838,"Hurricane HD",32083968,USD,3.99,353,8,4,3.5,3,12,Weather,24,5,1,1
363486802,"Star Walk HD - Night Sky Map",150221824,USD,4.99,6503,60,4.5,5,7.2.3,4,Education,24,5,12,1
363486833,"Space War HD",30270464,USD,0.99,71,3,3,4.5,5.3,4,Games,37,2,4,1
363590051,Netflix,125016064,USD,0,308844,139,3.5,3,9.21.3,4,Entertainment,37,5,20,1
363738376,forScore,35717120,USD,9.99,3909,36,4.5,5,10.2.5,4,Music,24,5,14,1
363992049,"ComicGlass [ComicReader]",31955968,USD,2.99,308,0,4.5,0,9.11,12,Utilities,40,5,7,1
363998953,"iAnnotate PDF",44099584,USD,9.99,11156,8,4.5,2.5,3.2.6,4,Productivity,24,5,1,1
364017607,"ArtStudio for iPad - Draw Sketch and Paint",34310144,USD,4.99,8542,543,4.5,5,5.98,4,"Photo & Video",26,5,1,1
364159440,"Call of Duty: Zombies HD",35602607,USD,4.99,5853,3860,3.5,4,1.3.3,17,Games,26,4,1,1
364165557,"Small World 2",234123264,USD,1.99,1506,198,4,4.5,2.5.1,9,Games,26,5,6,1
364183992,Qzone,133874688,USD,0,1649,1,3.5,5,7.2.8,4,"Social Networking",37,0,3,1
364191819,"ABC  Watch Live TV & Stream Full Episodes",85724160,USD,0,78890,449,3,3.5,5.0.14,12,Entertainment,37,5,1,0
